,date,flyer,title,body,url
477,Dom 01.11.2020,Comparación interanual.,"Las ventas minoristas cayeron casi 15% en octubre, 5% más respecto a septiembre",,https://www.clarin.com/economia/ventas-minoristas-cayeron-15-octubre-5-respecto-septiembre_0_yV_A-3Hqn.html
478,Dom 01.11.2020,Opinión.,Energía: diez meses de un deterioro persistente,,https://www.clarin.com/economia/energia-meses-deterioro-persistente-_0_doVIy8H4_.html
479,Dom 01.11.2020,Mirada Global.,ANT/Alibaba: la mayor salida a la bolsa del mundo,,https://www.clarin.com/economia/ant-alibaba-mayor-salida-bolsa-mundo_0_z8BEyYN4t.html
480,Dom 01.11.2020,Política energética.,El destino inmediato de Vaca Muerta es petrolero,,https://www.clarin.com/economia/destino-inmediato-vaca-muerta-petrolero_0_4hu0zdIA8.html
481,Dom 01.11.2020,Política cambiaria.,"Gerchunoff: ""Nadie ha logrado resolver el problema de la moneda""",,https://www.clarin.com/economia/gerchunoff-nadie-logrado-resolver-problema-moneda-_0_dCMfgNAI2.html
482,Sab 31.10.2020,El color del dinero.,"Ni carnívoros ni vegetarianos, flexitarianos",,https://www.clarin.com/economia/carnivoros-vegetarianos-flexitarianos_0_81trrejct.html
483,Sab 31.10.2020,Entretelas de la política.,Acuerdismo: la pelota quedó del lado de la oposición,,https://www.clarin.com/economia/acuerdismo-pelota-quedo-lado-oposicion_0_wcdPxkIgm.html
484,Sab 31.10.2020,Escenario.,"Al final, Alberto Fernández hizo con la economía y el dólar lo que el mercado quiso",,https://www.clarin.com/economia/final-alberto-fernandez-hizo-economia-dolar-mercado-quiso_0_96FWCaxhn.html
485,Sab 31.10.2020,La economía que viene.,El dólar encendió otra alarma: en septiembre se agotó el superávit comercial,,https://www.clarin.com/economia/dolar-encendio-alarma-septiembre-agoto-superavit-comercial_0_fsQ456EMI.html
486,Sab 31.10.2020,"Luz, gas y transporte.","En 2021 no habrá recortes de subsidios, pese a los aumentos de tarifas que se vienen",,https://www.clarin.com/economia/2021-recortes-subsidios-pese-aumentos-tarifas-vienen_0_rGVxbvHSo.html
487,Sab 31.10.2020,Ventaja cambiaria.,"Argentina, regalada: los precios en dólares son hasta 70% más baratos que en los países vecinos",,https://www.clarin.com/economia/argentina-vuelve-atractiva-dolar-blue-alto_0_7PsQVSnjQ.html
488,Sab 31.10.2020,Foco Económico.,"Aunque a los empujones, la baja del dólar le da más aire a Guzmán",,https://www.clarin.com/economia/empujones-baja-dolar-da-aire-guzman_0_c0sAUEEBb.html
489,Sab 31.10.2020,Más aperturas.,La AFIP retoma la atención al público en 34 dependencias de la Ciudad y el conurbano,,https://www.clarin.com/economia/afip-retoma-atencion-publico-34-dependencias-ciudad-conurbano_0_IFfNxQ1A_.html
490,Sab 31.10.2020,Panorama de la economía.,La pelea de la semana: el dólar blue contra el festival de bonos,,https://www.clarin.com/economia/pelea-semana-dolar-blue-festival-bonos_0_yFNCJoVM8.html
491,Sab 31.10.2020,Mercado distorsionado.,"Por efecto del dólar blue, las ventas de autos suben por segundo mes en el año",,https://www.clarin.com/economia/efecto-dolar-blue-ventas-autos-suben-segundo-mes-ano_0_elRbWbDi4.html
492,Sab 31.10.2020,Inflación y paritarias.,Habrá un aumento del 7 % para los empleados estatales y volverán a negociar en diciembre,,https://www.clarin.com/economia/aumento-7-empleados-estatales-volveran-negociar-diciembre_0_8s5mhdjm8.html
493,Sab 31.10.2020,Tensión cambiaria.,El repunte del dólar y el miedo a endeudarse dejan al consumo sin aire,,https://www.clarin.com/economia/repunte-dolar-miedo-endeudarse-dejan-consumo-combustible-cara-fin-ano_0_hDopHukPc.html
494,Sab 31.10.2020,RSE en las empresas.,Ayuda desde casa y nuevos proyectos: el voluntariado cambia con la pandemia,,https://www.clarin.com/economia/ayuda-casa-nuevos-destinatarios-voluntariado-cambia-pandemia_0_pY9Yb1B7L.html
495,Sab 31.10.2020,Consumo masivo.,Almacenes y mayoristas recuperan terreno en la guerra de las góndolas,,https://www.clarin.com/economia/almacenes-mayoristas-recuperan-terreno-guerra-gondolas_0_IUGnMp0my.html
496,Vie 30.10.2020,"Cómo quedó ""Casa Nueva"".","""Ladrones comunes estuvieron en nuestro campo"", dijo Etchevehere",,https://www.clarin.com/rural/-ladrones-comunes-campo-dijo-etchevehere_0_9Jj39p0-7.html
497,Vie 30.10.2020,Mercado cambiario.,"Dólar: 3,4 millones de personas compraron hasta los U$S 200 permitidos en septiembre",,https://www.clarin.com/economia/septiembre-3-4-millones-personas-compraron-s-200-permitidos_0_BFuKIH8cz.html
498,Vie 30.10.2020,Nueva Inversión.,Una empresa estadounidense invertirá U$S 45 millones para construir dos barcos pesqueros en Tandanor,,https://www.clarin.com/economia/empresa-estadounidense-invertira-s-45-millones-construir-barcos-pesqueros-tandanor_0_Js6SOLp9h.html
499,Vie 30.10.2020,Mercados financieros.,"Alberto Fernández insiste: en medio de la tensión con el dólar aseguró que ""no habrá devaluación""",,https://www.clarin.com/economia/alberto-fernandez-insiste-medio-tension-dolar-aseguro-devaluacion-_0_aXic-DqZs.html
500,Vie 30.10.2020,Inflación.,El Gobierno extendió Precios Máximos hasta el 31 de enero y los comercios denuncian subas superiores a las autorizadas,,https://www.clarin.com/economia/gobierno-extendio-precios-maximos-31-enero-comercios-denuncian-subas-superiores-autorizadas_0_Ri7MyaB1M.html
501,Vie 30.10.2020,Salud.,Oficializan el aumento a la medicina prepaga: 15% en diciembre y 10% en febrero,,https://www.clarin.com/economia/oficializan-aumento-medicina-prepaga-15-diciembre-10-febrero_0_Mc4FJcq0Q.html
502,Vie 30.10.2020,Coparticipación.,Las transferencias automáticas a las provincias pegaron un salto de 74% en octubre,,https://www.clarin.com/economia/transferencias-automaticas-provincias-pegaron-salto-74-octubre_0_TUj9wjp1X.html
503,Vie 30.10.2020,Alimentos.,"Ni la yerba se salva: tras el récord del inicio de la cuarentena, cae la producción y el consumo",,https://www.clarin.com/economia/yerba-salva-record-inicio-cuarentena-cae-produccion-consumo_0_7Sw-UVcWh.html
504,Vie 30.10.2020,Historia repetida.,"El riesgo país, otra vez en 1.500 puntos: cinco episodios en los que quebró esa barrera",,https://www.clarin.com/economia/riesgo-pais-vez-1-500-puntos-episodios-quebro-barrera_0_xdGuDQ9g5.html
505,Vie 30.10.2020,Mercado cambiario.,Dólar blue: cayó a $ 169 y retrocedió 26 pesos en una semana,,https://www.clarin.com/economia/dolar-blue-nueva-caida-174-gobierno-logra-mantener-baja-semana_0_JweHeyCqJ.html
506,Vie 30.10.2020,Impuestos.,AFIP: prorrogan beneficios para monotributistas y pymes,,https://www.clarin.com/economia/afip-prorrogan-beneficios-monotributistas-pymes_0_h1MkY7RIj.html
507,Vie 30.10.2020,Financiación.,"El ""leasing"", una forma de acceder a bienes de capital en tiempos de crisis",,https://www.clarin.com/economia/leasing-forma-acceder-bienes-capital-tiempos-crisis_0_V0PTxz40y.html
508,Vie 30.10.2020,La situación social.,AUH: postergan los requisitos de salud y escolaridad para cobrar la cuota de 20% de diciembre,,https://www.clarin.com/economia/auh-postergan-requisitos-salud-escolaridad-cobrar-cuota-20-diciembre_0_zg4GcgY2Y.html
509,Vie 30.10.2020,Mercado cambiario.,Los cinco empujones que hicieron que el dólar blue bajara más de 25 pesos en una semana,,https://www.clarin.com/economia/empujones-hicieron-dolar-blue-bajara-20-pesos-semana_0_QM2rMGHKM.html
510,Vie 30.10.2020,Todos los precios.,Dólar hoy: a cuánto cotizan el oficial y sus diferentes tipos de cambio este viernes 30 de octubre,,https://www.clarin.com/economia/dolar-hoy-cotizan-oficial-diferentes-tipos-cambio-viernes-30-octubre_0_u2PkKph75.html
511,Vie 30.10.2020,Son $ 4.127 millones.,Temor a cortes de luz en el verano: el Gobierno está cerca de arreglar una deuda con Edenor y Edesur,,https://www.clarin.com/economia/temor-cortes-luz-verano-gobierno-cerca-arreglar-deuda-edenor-edesur_0_kgHKffzz7.html
512,Vie 30.10.2020,Divisa Internacional.,Dólar blue hoy: a cuánto cotiza este viernes 30 de octubre,,https://www.clarin.com/economia/dolar-blue-hoy-cotiza-viernes-30-octubre_0_3tImsUzBq.html
513,Vie 30.10.2020,Agrodólares.,"Dólares y soja: pese al recorte de retenciones, la liquidación de divisas de octubre fue igual a la de septiembre",,https://www.clarin.com/economia/dolares-soja-pese-recorte-retenciones-liquidacion-divisas-octubre-igual-septiembre_0_IGzRP5sVo.html
514,Vie 30.10.2020,Finanzas personales.,Guía básica de los nuevos bonos de Martín Guzmán: quién y cómo puede invertir,,https://www.clarin.com/economia/guia-basica-nuevos-bonos-guzman-puede-invertir-menu-deuda_0_a6N3I1h9f.html
515,Jue 29.10.2020,Tensión financiera.,Mercados en alerta: el Gobierno quiere saber en tiempo real quiénes compran y venden dolares,,https://www.clarin.com/economia/mercados-alerta-gobierno-quiere-saber-tiempo-real-compra-venden-dolares_0_GE3dZlvPV.html
516,Jue 29.10.2020,Negociación.,"Mauricio Claver-Carone: ""Hay políticas que mandan mensajes equívocos a los mercados""",,https://www.clarin.com/economia/mauricio-claver-carone-politicas-mandan-mensajes-equivocos-mercados-_0_pWra_7Hjy.html
517,Jue 29.10.2020,Transferencias 3.0.,"Habrá un único código QR para pagar con Mercado Pago, tarjetas y billeteras",,https://www.clarin.com/economia/banco-central-crea-nuevo-regimen-impulsar-pagos-moviles_0_V0Ut7wa6t.html
518,Jue 29.10.2020,Energía.,Presupuesto: el bloque del Frente de Todos borró una deuda de $ 30.000 millones que el Gobierno había acordado pagar a las petroleras,,https://www.clarin.com/economia/presupuesto-bloque-frente-borro-deuda-30-000-millones-gobierno-acordado-pagar-petroleras_0_3lK5460Gj.html
519,Jue 29.10.2020,Sector en crisis.,Una de las principales plantas de bioetanol paralizó la producción y suspendió el personal,,https://www.clarin.com/rural/principales-plantas-bioetanol-paralizo-produccion-suspendio-personal_0_KnPkvIy5e.html
520,Jue 29.10.2020,Norma del Banco Central.,Escasez de dólares: qué están ofreciendo las empresas para convencer a sus acreedores de canjear deuda,,https://www.clarin.com/economia/escasez-dolares-ofreciendo-empresas-convencer-acreedores-canjear-deuda_0_QITk4_dQ0.html
521,Jue 29.10.2020,Repercusiones.,Los Etchevehere y dirigentes del campo celebran el fallo que ordenó el desalojo en Entre Ríos,,https://www.clarin.com/rural/etchevehere-dirigentes-campo-celebran-fallo-jueza-castagno_0_bq0AIjUcE.html
522,Jue 29.10.2020,Mercado cambiario.,El dólar blue bajó 20 pesos en cuatro días y retrocedió a $ 175,,https://www.clarin.com/economia/dolar-blue-cae-cuarto-dia-consecutivo-vende-176_0_N2IrUgIUG.html
523,Jue 29.10.2020,Venta por Internet.,Llega la marca de ropa GAP: se venderá solo online,,https://www.clarin.com/economia/medio-crisis-llega-pais-marca-ropa-gap_0_OE0N36nsG.html
524,Jue 29.10.2020,Programa oficial.,Plan previaje 2021: extienden hasta el 15 de noviembre las compras para la temporada de verano,,https://www.clarin.com/economia/plan-previaje-2021-agencias-turismo-piden-prorroga-vender-temporada-verano_0_B5QS83t70.html
525,Jue 29.10.2020,Movimientos.,El nuevo secretario de Energía pone a dos personas de su confianza en la administradora del mercado eléctrico,,https://www.clarin.com/economia/nuevo-secretario-energia-pone-personas-confianza-administradora-mercado-electrico_0_6nXcUR-wL.html
526,Jue 29.10.2020,Todos los precios.,Dólar hoy: a cuánto cotizan el oficial y sus diferentes tipos de cambio este jueves 29 de octubre,,https://www.clarin.com/economia/dolar-hoy-cotizan-oficial-diferentes-tipos-cambio-jueves-29-octubre_0_VRzjzSidL.html
527,Jue 29.10.2020,Nueva medida.,Dólar: el Gobierno quiere saber minuto a minuto quiénes operan en el mercado,,https://www.clarin.com/economia/gobierno-quiere-saber-minuto-minuto-operan-mercado_0_gW0DmpJDb.html
528,Jue 29.10.2020,Divisa Internacional.,Dólar blue hoy: a cuánto cotiza este jueves 29 de octubre,,https://www.clarin.com/economia/dolar-blue-hoy-cotiza-jueves-29-octubre_0_pDPxROGY7.html
529,Jue 29.10.2020,Regularización de deudas.,El Gobierno extiende la moratoria hasta el 30 de noviembre,,https://www.clarin.com/economia/afip-extiende-moratoria-30-noviembre_0_c_N7fsJbo.html
530,Jue 29.10.2020,A dos días de su vencimiento.,El Gobierno aprobó de un tirón las autorizaciones a todas las aerolíneas extranjeras,,https://www.clarin.com/economia/aerolineas-extranjeras-piden-volar-ezeiza-consiguen-autorizacion_0_PcWmnKyjn.html
531,Jue 29.10.2020,Salarios.,El sueldo de la mayoría del personal doméstico registrado es inferior al salario mínimo,,https://www.clarin.com/economia/sueldo-mayoria-personal-domestico-registrado-inferior-salario-minimo_0_RcunMvBjX.html
532,Jue 29.10.2020,Sólo Ezeiza fue habilitado para el cabotaje.,Denuncia penal del gremio de Flybondi por el cierre de El Palomar,,https://www.clarin.com/economia/denuncia-penal-gremio-flybondi-cierre-palomar_0_7WsCl_1I4.html
533,Mie 28.10.2020,Impacto en el bolsillo.,El Gobierno autorizará a las prepagas subir 15% en noviembre y 10% en enero,,https://www.clarin.com/economia/gobierno-autorizara-prepagas-subir-15-noviembre-10-enero_0_ik3TMHeXY.html
534,Mie 28.10.2020,Impuestos.,El gasto en equipamiento que hizo un trabajador en relación de dependencia se puede deducir de Ganancias,,https://www.clarin.com/economia/gasto-equipamiento-hizo-trabajador-relacion-dependencia-puede-deducir-ganancias_0_6_gXx3y60.html
535,Mie 28.10.2020,Mercado de bebidas.,La cervecera CCU anunció inversiones de más de $4500 millones en su planta de Luján,,https://www.clarin.com/economia/cervecera-ccu-anuncio-inversiones-4500-millones-planta-lujan_0_ttez63Tyq.html
536,Mie 28.10.2020,Agroindustria.,Se espera que el sector agrícola ingrese 11.000 millones de dólares en los próximos 5 meses,,https://www.clarin.com/rural/espera-sector-agricola-ingrese-11-000-millones-dolares-proximos-5-meses_0_H_GlqLMEu.html
537,Mie 28.10.2020,Oficial vs Contado con liqui.,Dólar: cuánto le cuesta al Gobierno bajar la brecha cambiaria,,https://www.clarin.com/economia/dolar-cuesta-gobierno-bajar-brecha-cambiaria_0_twjuAjrj8.html
538,Mie 28.10.2020,Más restrictivo.,ATP 7: la asistencia salarial será sólo para sectores críticos,,https://www.clarin.com/economia/atp-7-asistencia-salarial-solo-sectores-criticos_0_B90aW8cJY.html
539,Mie 28.10.2020,Derrumbe bursátil.,Se desploma Wall Street y castiga a las acciones argentinas en Nueva York,,https://www.clarin.com/economia/desploma-wall-street-castiga-acciones-argentinas-nueva-york_0_Ns16bC3i7.html
540,Mie 28.10.2020,Impuesto al cheque.,Mercado Pago informó que ya no será gratis transferir dinero entre cuentas,,https://www.clarin.com/economia/mercado-pago-informo-transferir-dinero-terceros-comision_0_wBdUJHJUM.html
541,Mie 28.10.2020,Mercado cambiario.,Los dólares paralelos siguieron cuesta abajo: el blue cayó a $ 178 y  el contado con liqui perdió 6%,,https://www.clarin.com/economia/dolar-blue-cae-tercer-dia-consecutivo-cotiza-debajo-180_0_Frup1PpNU.html
542,Mie 28.10.2020,Cambios.,AUH: eliminan el tope de 5 hijos menores para cobrar la asignación,,https://www.clarin.com/economia/auh-eliminan-tope-5-hijos-menores-cobrar-asignacion_0_yrecsBo3o.html
543,Mie 28.10.2020,Toma en Entre Ríos.,"Otro documento clave: ""Dolores cedió sus acciones y no tiene nada que ver con el campo de los Etchevehere""",,https://www.clarin.com/rural/-vinculo-dolores-etchevehere-sa-cedio-12-5-aseguro-abogada-mirus_0_U4vAZTvRy.html
544,Mie 28.10.2020,3° ronda.,ProCreAr 2020: se sortean otros 42.000 créditos hipotecarios y personales,,https://www.clarin.com/economia/procrear-2020-sortean-42-000-creditos-hipotecarios-personales_0_1kj062sVi.html
545,Mie 28.10.2020,Todos los precios.,Dólar hoy: a cuánto cotizan el oficial y sus diferentes tipos de cambio este miércoles 28 de octubre,,https://www.clarin.com/economia/dolar-hoy-cotizan-oficial-diferentes-tipos-cambio-miercoles-28-octubre_0_-oODJgi_b.html
546,Mie 28.10.2020,Divisa Internacional.,Dólar blue hoy: a cuánto cotiza este miércoles 28 de octubre,,https://www.clarin.com/economia/dolar-blue-hoy-cotiza-miercoles-28-octubre_0_53Tx0xDmJ.html
547,Mie 28.10.2020,La cadena ganadera.,Las exportaciones de carne crecieron un 13% y generaron 2.000 millones de dólares,,https://www.clarin.com/rural/exportaciones-carne-crecieron-13-generaron-2-000-millones-dolares_0_GWWTMzm_r.html
548,Mie 28.10.2020,Datos de un estudio privado.,Pagos en 3 y 6 cuotas: la nueva táctica para comprar con tarjeta de crédito,,https://www.clarin.com/economia/pagos-3-6-cuotas-nueva-tactica-comprar-tarjeta-credito_0_lVih4h2tM.html
549,Mie 28.10.2020,Sin contacto.,Llegan nuevas tecnologías para sostener la fuerte expansión de los pagos electrónicos,,https://www.clarin.com/economia/llegan-nuevas-tecnologias-sostener-fuerte-expansion-pagos-electronicos_0_3zNico9Zw.html
550,Mie 28.10.2020,Contradicciones.,El Gobierno pagará a las petroleras una deuda millonaria por la devaluación de 2018,,https://www.clarin.com/economia/desacuerdos-gobierno-pagar-gas-anterior-futuro_0_Q4i3d-0G4.html
551,Mar 27.10.2020,,Anuncian la incorporación de 720.000 chicas y chicos más a la Asignación Universal por Hijo,,https://www.clarin.com/economia/anuncian-incorporacion-720-000-chicas-chicos-asignacion-universal-hijo_0_d6ltS8ujN.html
552,Mar 27.10.2020,Crece la polémica.,"Para expertos en desarrollo de barrios privados, Axel Kicillof está ""muy mal informado""",,https://www.clarin.com/economia/clubes-campo-responden-acusaciones-kiciloff_0_3DVtTVO_Z.html
553,Mar 27.10.2020,El clima empresario.,El fallo que inquieta a la UIA y la sorpresa por el llamado al acuerdo de Cristina,,https://www.clarin.com/economia/fallo-inquieta-uia-sorpresa-llamado-acuerdo-cristina_0_XKzwcpmnP.html
554,Mar 27.10.2020,Tensión cambiaria.,Ahora el Gobierno dejó la puerta abierta a pedirle más plata al FMI,,https://www.clarin.com/economia/ahora-gobierno-dejo-puerta-abierta-pedirle-plata-fmi_0_D7woMmaw2.html
555,Mar 27.10.2020,Foco Económico.,Dólar: el sartenazo de Cristina Kirchner sobre la Argentina bimonetaria,,https://www.clarin.com/economia/dolar-sartenazo-cristina-kirchner-argentina-bimonetaria_0_9lBJ_gx4P.html
556,Mar 27.10.2020,Test con el mercado.,El Gobierno consiguió $ 254.671 millones en el mercado y reduce la necesidad de emisión del Banco Central,,https://www.clarin.com/economia/gobierno-consiguio-254-671-millones-mercado-reduce-necesidad-emision-banco-central_0_YDd52Qxli.html
557,Mar 27.10.2020,Mercados.,El precio de la soja superó los 400 dólares al inicio de la jornada pero cerró con leves pérdidas,,https://www.clarin.com/rural/precio-soja-perforo-400-dolares-inicio-jornada-cerro-leves-perdidas_0_-zq4FaKzz.html
558,Mar 27.10.2020,Cuentas públicas.,"La disparada del gasto público por el efecto pandemia llevó a $ 1,8 billones el déficit fiscal",,https://www.clarin.com/economia/disparada-gasto-publico-efecto-pandemia-llevo-1-8-billones-deficit-fiscal_0_Z6jnldQWw.html
559,Mar 27.10.2020,Renegociación.,Deuda en dólares: Neuquén anunció que no pagará un vencimiento,,https://www.clarin.com/economia/deuda-dolares-neuquen-anuncio-pagara-vencimiento_0_lRdYGZHce.html
560,Mar 27.10.2020,"Perdió $2,5 millones.",Santa Fe: le rompieron 10 silobolsas con alimento destinado a los animales del tambo,,https://www.clarin.com/rural/santa-fe-rompieron-10-silobolsas-alimento-destinado-animales-tambo_0_C06H4xj4v.html
561,Mar 27.10.2020,Cambio de estrategia.,¿Puede funcionar el Plan Guzmán de emisión de deuda en pesos?,,https://www.clarin.com/economia/-puede-funcionar-plan-guzman-emision-deuda-pesos-_0_ugDTqs3Xi.html
562,Mar 27.10.2020,Billete de $ 200.,"En cuatro años, el dólar blue se comió a la ballena austral",,https://www.clarin.com/economia/anos-dolar-blue-comio-ballena-austral_0_7g1qECP0Q.html
563,Mar 27.10.2020,El plan Guzmán.,"Para ahorristas: paso a paso, cómo licitar el bono atado al dólar",,https://www.clarin.com/economia/ahorristas-paso-paso-licitar-bono-atado-dolar_0_O5FE0Ibrd.html
564,Mar 27.10.2020,Mercados.,El precio de la soja sigue subiendo en Chicago y perforó los 400 dólares al inicio de la jornada,,https://www.clarin.com/rural/precio-soja-sigue-subiendo-chicago-perforo-400-dolares-inicio-jornada_0_ZbmEMpmsf.html
565,Mar 27.10.2020,Mercado cambiario.,El dólar blue bajó a $ 181 empujado por la presión oficial y la emisión de deuda en esa divisa,,https://www.clarin.com/economia/fuerte-baja-dolar-blue-vende-183_0_ilICWwrSZ.html
566,Mar 27.10.2020,Testeo en los mercados.,"Bajar el dólar, descomprimir vencimientos y moderar la emisión: objetivos de los nuevos bonos de Guzmán",,https://www.clarin.com/economia/bajar-dolar-descomprimir-vencimientos-moderar-emision-objetivos-nuevos-bonos-guzman_0_ay3zZtqi6.html
567,Mar 27.10.2020,El rumbo económico.,La negociación con el FMI podría incluir nuevos fondos,,https://www.clarin.com/economia/negociacion-fmi-podria-incluir-nuevos-fondos_0_T8jyyIbBo.html
568,Mar 27.10.2020,Transporte.,El Gobierno compensa con otros $ 2.000 millones a micros de larga distancia por la inactividad,,https://www.clarin.com/economia/gobierno-compensa-2-000-millones-micros-larga-distancia-inactividad_0_PxvVQbOCi.html
569,Mar 27.10.2020,Todos los precios.,Dólar hoy: a cuánto cotizan el oficial y sus diferentes tipos de cambio este martes 27 de octubre,,https://www.clarin.com/economia/dolar-hoy-cotizan-oficial-diferentes-tipos-cambio-martes-27-octubre_0_awmlm44Kl.html
570,Mar 27.10.2020,Régimen previsional.,La ANSeS gira fondos a las provincias para financiar el déficit de jubilaciones y pensiones,,https://www.clarin.com/economia/anses-gira-fondos-provincias-financiar-deficit-jubilaciones-pensiones_0_nrlsJWP0z.html
571,Mar 27.10.2020,Sistema de salud.,Transfieren otros $ 1.000 millones a las obras sociales,,https://www.clarin.com/economia/transfieren-1-000-millones-obras-sociales_0_3ipkhvmLZ.html
572,Mar 27.10.2020,Boletín Oficial.,Extendieron la moratoria para el pago de la cuota de los créditos ANSeS de noviembre,,https://www.clarin.com/economia/extendieron-moratoria-pago-cuota-creditos-anses-noviembre_0_EiwjeWByX.html
573,Mar 27.10.2020,Divisa Internacional.,Dólar blue hoy: a cuánto cotiza este martes 27 de octubre,,https://www.clarin.com/economia/dolar-blue-hoy-cotiza-martes-27-octubre_0_jwfTOT3s4.html
574,Mar 27.10.2020,Qué dice la escritura.,La revelación del escribano de la familia que pone en jaque a Dolores Etchevehere,,https://www.clarin.com/rural/etchevehere-historia-familia-vilo-pais_0_zNxX3qZZ9.html
575,Mar 27.10.2020,Combustibles alternativos.,"Scania busca instalar ""corredores azules"" y vender camiones propulsados a GNL",,https://www.clarin.com/economia/scania-busca-instalar-corredores-azules-vender-camiones-propulsados-gnl_0_eKq6bSBnA.html
576,Mar 27.10.2020,El destino del gigante agroindustrial.,Vicentin eligió a Diego Guelar para que le abra puertas en China,,https://www.clarin.com/economia/vicentin-eligio-diego-guelar-abra-puertas-china_0_P6ns9hflX.html
577,Mar 27.10.2020,Economía y pandemia.,El Gobierno extendió por decreto el programa ATP hasta el 31 de diciembre,,https://www.clarin.com/economia/gobierno-extendio-decreto-programa-atp-31-diciembre_0_n6lIh-nQk.html
578,Lun 26.10.2020,Vuelos en pandemia.,La Cámpora negocia la mudanza de JetSmart de El Palomar a Ezeiza,,https://www.clarin.com/economia/campora-negocia-mudanza-jetsmart-palomar-ezeiza_0_ynwvokFrm.html
579,Lun 26.10.2020,La interna oficialista.,"El mito del antiperonismo de los empresarios, que no es tal",,https://www.clarin.com/economia/mito-antiperonismo-empresarios_0_EIiA_p3Nv.html
580,Lun 26.10.2020,Postales cambiarias.,Dólares desinflados: vuelven a la city los llamados  del Gobierno al estilo Moreno,,https://www.clarin.com/economia/dolares-desinflados-vuelven-city-llamados-gobierno-estilo-moreno_0_GaC96Qz94.html
581,Lun 26.10.2020,El destino del Consejo Federal de Inversiones.,La Casa Rosada logró avanzar sobre un organismo clave para gobiernos provinciales,,https://www.clarin.com/economia/campora-logro-avanzar-organismo-clave-gobiernos-provinciales_0_Xv6LSS4-w.html
582,Lun 26.10.2020,Consumo.,"En agosto, las ventas en supermercados cayeron un 5,7% pero aumentaron en autoservicios mayoristas",,https://www.clarin.com/economia/agosto-ventas-supermercados-cayeron-5-7-aumentaron-autoservicios-mayoristas_0_k6zuS9c24.html
583,Lun 26.10.2020,Emisión monetaria.,Guzmán busca pesos: este año el 94% del déficit lo financió el Banco Central,,https://www.clarin.com/economia/guzman-busca-pesos-ano-94-deficit-financio-banco-central_0_FpzY7DJJ1.html
584,Lun 26.10.2020,Se concretaron 2181 operaciones.,La compra venta de inmuebles bajó 24% en septiembre en la Ciudad,,https://www.clarin.com/economia/coloquioidea/compra-venta-inmuebles-24-septiembre-ciudad_0_gTS804wmr.html
585,Lun 26.10.2020,Coronavirus en la Argentina.,"Con El Palomar bloqueado,  JetSmart anunció que volará desde Ezeiza",,https://www.clarin.com/economia/palomar-bloqueado-jetsmart-anuncio-volara-ezeiza_0_zGYp8KZsG.html
586,Lun 26.10.2020,El plan Guzmán.,El Gobierno busca hacerse de US$ 1.000 millones con el bono atado al dólar,,https://www.clarin.com/economia/gobierno-busca-hacerse-us-1-000-millones-bono-atado-dolar_0_xdRAjULH2.html
587,Lun 26.10.2020,Mercado cambiario.,El Gobierno intervino para frenar la suba de los dólares financieros y el dólar blue bajó a $ 190,,https://www.clarin.com/economia/dolar-blue-abre-195-dolares-financieros-vuelven-subir-medio-incertidumbre_0_9-6-QnluY.html
588,Lun 26.10.2020,Subsidios compensatorios.,Otros $527 millones en asistencia a las obras sociales por la caída en la recaudación,,https://www.clarin.com/economia/527-millones-asistencia-obras-sociales-caida-recaudacion_0_4BIPBEitS.html
589,Lun 26.10.2020,Todos los precios.,Dólar hoy: a cuánto cotizan el oficial y sus diferentes tipos de cambio este lunes 26 de octubre,,https://www.clarin.com/economia/dolar-hoy-cotizan-oficial-diferentes-tipos-cambio-lunes-26-octubre_0_wy-zJPsUv_.html
590,Lun 26.10.2020,Divisa Internacional.,Dólar blue hoy: a cuánto cotiza este lunes 26 de octubre,,https://www.clarin.com/economia/dolar-blue-hoy-cotiza-lunes-26-octubre_0_OLaUVSAXM.html
591,Lun 26.10.2020,Ayuda en la cuarentena.,IFE 4: con la escalada del dólar revive la opción de que haya un último pago,,https://www.clarin.com/economia/ife-4-escalada-dolar-revive-opcion-ultimo-pago_0_WuCtluysH.html
592,Dom 25.10.2020,Tensión cambiaria.,"Dólar: para frenarlo hace falta una suba agresiva de las tasas, dicen los operadores",,https://www.clarin.com/economia/dolar-frenarlo-hace-falta-suba-agresiva-tasas-dicen-operadores_0_z-tzGr553.html
593,Dom 25.10.2020,El plan Guzmán.,"En otro intento por bajar la presión cambiaria, el Gobierno emite otra tanda de bonos atados al dólar",,https://www.clarin.com/economia/intento-bajar-presion-cambiaria-gobierno-emite-tanda-bonos-atados-dolar_0_rWOv35Jw7.html
594,Dom 25.10.2020,Tensión en Entre Ríos.,"La madre de los Etchevehere: ""Mi hija Dolores no tiene ningún derecho sobre este campo""",,https://www.clarin.com/rural/leonor-etchevehere-podria-haberse-evitado_0_tMsBfWJaL.html
595,Dom 25.10.2020,El color del dinero.,"Los secretos detrás de Natura, la cuarta firma mundial de cosmética",,https://www.clarin.com/economia/venta-directa-maquillar-crisis_0_jpQXfVhPd.html
596,Dom 25.10.2020,Entretelas de la Política.,"Estados alterados (es la desconfianza, estúpido)",,https://www.clarin.com/economia/alterados-desconfianza-estupido-_0_aOKh5pcaL.html
597,Dom 25.10.2020,Cambios en la pandemia.,Consumo de vino en cuarentena: más litros y más caros,,https://www.clarin.com/economia/consumo-vino-cuarentena-litros-caros_0_xdlzlo05i.html
